link;named_entity1;named_entity2;named_entity3;named_entity4;named_entity5;named_entity6;named_entity7;named_entity8;named_entity9;named_entity10;named_entity11;named_entity12;named_entity13;named_entity14;named_entity15;named_entity16;named_entity17;named_entity18;named_entity19;named_entity20;named_entity21
https://www.britishmuseum.org/collection/object/P_D-5-29;Magi;Virgin;Christ;St Joseph;crowd;people;figure;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-3-246;King Charles X of Sweden;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-20;Spes (Hope);bride;virtue;Fides (Faith);Charitas (Charity);;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-109;Ruth;Boaz;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0319-26-153;figure;mythological character;Pallas;Pan;Juno;Silenus;Bacchus;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-86;Susanna;relatives;father;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-96;Sailor;crew;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-9;miner;miner;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-59;Steven Blankaert, Dutch physician;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-338;Christ;Martha;Mary;servant;man;child;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-69;Virgin;Christ;St Elisabeth;St John the Baptist;dove;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-116;Virgin;Christ;angel;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-112;St Mary Magdalene;St Cecilia;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-203;Christ;Moses;St John the Baptist;Adam;Eve;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-120;Gabriel;Mary;dove;Holy Spirit;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-226;St Matthew;angel;Adam;Eve;Jesse;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-17;St Peter;Aeneas;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-5-81;Harboldius van Tombergen;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-215;St Paul;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-68;figure;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-63;Virgin;Christ;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-158;Potiphar's wife;Joseph (Son of Jacob);;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Z-1-143;Augustus;wife;Agrippina;Julia;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-116;man;companion;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-135;Christ;angel;Maries;Nicodemus;St Joseph of Arimathaea;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-104;woman;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-5-133;knight of Malta;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-94;Cyrus;Daniel;man;child;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-281;servant;guard;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-45;Virgin;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-2;lawyer;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-83;Chair maker;man;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-167;Esther;Haman;Ahasuerus (Xerxes);man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-61;St James the Great;horse;army;King Ferdinand II;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-139;Alexander;soldier;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-43;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-2;Holy Family;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-48;Cassiopeia;queen from the Greek;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-6-58;Francis Glisson;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-96;Jacob;Rachel;flock;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-262;Mucius Scaevola;Roman soldier;Lars Porsena;soldier;secretary;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-86;Dirck Volkertsz Coornhert;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-61;Virgin;Christ;bishop;St Joseph;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-44;angel;Gideon;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-40;Simeon;man;woman;child;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-3;figure;Death;ink seller;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-53;ink seller;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-45;Christ;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-39;male;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-62;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-35;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_H-7-58;Laocoön;son;serpent;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-3-8;angel;Virgin;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-134;man;doctor;woman;soul;angel;demon;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-162;Cleopatra;snake;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-112;St Sebastian;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-31;St Paul;high priest;soldier;figure;elders;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-96;Daniel;lion;Habakkuk;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-1-169;Anthony Shirley;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-3-14;woman;child;Virgin;Christ;St John the Baptist;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-365;St Paul;Ananias;figure;guard;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-140;son;Shunammite woman;nurse;baby;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-6-130;Christ;oxen;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-7-262;Charles I as Prince of Wales;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-76;Virgin;Christ;St John the Baptist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-55;figure;man;farmer;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-37;gardener;couple;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1972-U-5-12;couple;dog;child;bride;maiden;Cupid;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-133;woman;priest;man;figure;Virgin;angel;human;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-32;hatter;man;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-4;Holy Family;angel;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-179;female;dog;snake;child;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-14;Virgin;Christ;child;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-194;people;boy;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-27;bride;groom;Spes (Hope);virtue;spouse;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-15;Saul;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-54;Christ;St Mary Magdalene;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-6-20;Poetry;genius;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-368;figure;St Paul;helper;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-79;St Lawrence;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-385;beast;man;figure;victim;man;angel;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-3-56;St Catherine of Siena;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-20;Witches;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-9-87-;Holy Family;saint;child;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-84;Nicolaus Petri van Deventer;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-169;Christ;angel;God;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-36;Christ;Elijah;Moses;apostle;figure;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-8-80;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-52;Virgin;Maries;St John the Evangelist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-104;Holy Ghost;Virgin;apostle;Holy Spirit;dove;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-29;Evangelists;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-6-11;St Jerome;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-230;archangel;Virgin Mary;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-130;King Jeroboam;King Rehoboam;elders;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-4-1;Charles II;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-48;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-9;angel;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-108;St Jerome;angel;lion;bear;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-194;priest;Christ;Virgin;St Joseph;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-110;Zacharias;Gabriel;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-59;gentleman;lady;boy;fox;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-59;Clock maker;man;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-216;Jonah;Lord;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-114;Christ;Moses;Elijah;apostle;St Peter;St John the Evangelist;St James the Great;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-4-124;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-78;elders;Susanna;putto;dolphin;peacock;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-144;Holy Family;St John the Baptist;Virgin;Christ;lamb;St Joseph;angel;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-77;Autumn;Winter;Summer;Spring;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-5-97;Pietro Vettori;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-154;Christ;apostle;Virgin;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-197;Daniel;beast;lion;bull;leopard;monstrous beast;man;putto;wind;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-93;St John the Evangelist;eagle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-343;Christ;St Mary Magdalene;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-6;Abraham;Hagar;Ishmael;dog;figure;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-131;innocent;Herod;officer;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-108;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-82;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-213;Christ;disciple;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-209;St Andrew;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-24;Thread twister;man;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-369;St Paul;St Barnabas;inhabitants;ox;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-36;shepherd;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Qq-6I-2;Colossus of Rhodes;sculptor;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-79;Holy Family;St John the Baptist;St Catherine;Anthony Abbot;lamb;boar;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-278;party;king;servant;dog;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-2-25;Charles V;dog;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-2-71;shepherd;Holy family;chicken;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-187;King Zedekiah;dog;Jeremiah;guard;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-14;St Philip;horse;eunuch;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1947-0412-3-6;warrior;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-16;Eyeglass maker;man;figure;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-73;cobbler;customer;assistant;woman;child;figure;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-87;Virgin;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-307;Susanna;Daniel;Elders;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-82;St Thomas;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-50;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-38;Christ;Pilate;soldier;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-4-75;Virgin;Christ;St Joseph;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-56;Father Filippo de Rebaldis;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-210;Christ;mother;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Gg-6-2-5;putto;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-54;Persian sibyl;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-197;chemist;assistant;man;boy;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-91;St Mark;lion;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-110;Amazons;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-5-97;Holy Family;donkey;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-117;figure;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-3-42;Virgin;Christ;angel;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-8-143;Magi;king;Christ;Virgin;St Joseph;people;shepherd;soldier;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_F-1-73;Christ;Moses;Elijah;apostle;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-30;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-112;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-142;figure;Moses;Dathan;Abiram;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-163;Seth;Enosh;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-116;St Philip Benizi of the Servites;blasphemers;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-313;strangers;Christ;couple;pilgrim;Holy Family;people;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1983-U-2381-15;Henry VI;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-42;farmer;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-86;St Simon;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-219;man;people;man;peasant;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-5-66;Bartholomeus Spranger;putto;putto;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-270;virgins;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-22;Charitas (Charity);infant;bride;virtue;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-3-113;Thomas Bodley;Earl of Pembroke;William Laud;Kenelm Digby;John Selden;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-6-153;Hibbaeus Magnus;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-218;St Paul;soldier;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-328;Christ;Pilate;prisoner;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-206;St Joseph of Arimathaea;Christ;St John the Evangelist;Virgin;St Mary Magdalene;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1937-0802-1-65;son;father;man;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-60-39;Cornelius Gemma;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-185;Mary;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-216;St Paul;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-79;shepherd;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_A-8-246;David Teniers the Younger;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-315;dead;Christ;Tobit;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-8-173;Christ;St Mary Magdalene;Mary;woman;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-6;bride;Timor Dei (Fear of God);servant;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-3-260;Painting;Cupid;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-125;dog;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-120;angel;elves;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-112;David;Saul;guard;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-5-54;Mary of Modena;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-57;warrior;wife;bull;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-283;servant;guard;porter;King;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-1-54;Christ;St Andrew;St Longinus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-162;Virgin;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-78;St John the Baptist;Lamb of God;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-200;Virgin;Christ;St Joseph;angel;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-99;putto;ass;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-153;St Agatha;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_X-4-123;St Paul;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-35;Christ;man;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-108;peasant;hostess;child;smokers;couple;man;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_Ii-5-97;Scipio;Syphax;horse;rider;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_U-4-163;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_R-2-76;Christ;Virgin;St John the Evangelist;St Mary Magdalene;woman;child;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-2-69;Henrietta Maria;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-55;Mint worker;figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-8-118;soldier;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-73;Angel of the Annunciation;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-198;Christ;St Veronica;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-98;Daniel;lion;Cyrus;man;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-99;Silversmith;apprentice;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-115;Christ;Nicodemus;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-251;Christ;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_P-2-59;Charles I;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1952-0705-1-7;woman;eagle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-83-46;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1937-0802-1-64;Christ;apostle;woman;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-62;Wig maker;dog;trader;figure;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-7-81;son;swineherd;man;cow;Turks;animal;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-297;Saul;Christ;horse;soldier;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-6-44;man;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-9-91;Charles Spinola;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-57-11;Linen bleacher;man;woman;horse;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-89;St Philip;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-76;figure;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-10-96;Virgin;apostle;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-220;St Mary Magdalene;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-170;King;Pope;peasant;Charitas;putto;Fides (Faith);Spes (Hope);;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1968-1018-1-207;King Zedekiah;Babylonian soldiers;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-5-85;St James the Great;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-77;Virgin;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-33;Assyrian army;Israelite army;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-11;Joseph (Son of Jacob);figure;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_V-2-41;Virgin;Christ;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-127;family;cow;man;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-1-321;peasant;figure;horse;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_L-77-19;Prince Henry the seaventh;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-93;Daniel;priest;Cyrus;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1948-0410-4-209;man;boy;boy;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1954-0813-12-22;St James the Great;audience;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_W-9-122;Christ;man;servant;dog;cat;woman;servant;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_1937-0802-1-62;Charitas (Charity);infant;child;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_2AA-a-20-11;bride;Justice;Scientia (Knowledge);virtue;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_E-4-204;Christ;man;St John the Evangelist;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_O-3-238;Charles IX , King of Sweden;;;;;;;;;;;;;;;;;;;;
https://www.britishmuseum.org/collection/object/P_D-5-237;carpenter;woman;;;;;;;;;;;;;;;;;;;
